Paper,Citation
Retractable anti-buckling support systems for flexible medical devices,Split-vertex technique for thickness-accommodation in origami-based mechanisms
Retractable anti-buckling support systems for flexible medical devices,Towards a universal social impact metric for engineered products that alleviate poverty
"Social impact in product design, an exploration of current industry practices","Multi-objective design optimization of a soft, pneumatic robot"
"Social impact in product design, an exploration of current industry practices",Technology and design programs
"Social impact in product design, an exploration of current industry practices",Strategies employed and lessons learned by commercial construction companies during economic recession and recovery
"Social impact in product design, an exploration of current industry practices",Associative CAD references in the neutral parametric canonical form
"Social impact in product design, an exploration of current industry practices",A multi-user computer-aided design competition: Experimental findings and analysis of team-member dynamics
"Social impact in product design, an exploration of current industry practices",Review of research on student-facing learning analytics dashboards and educational recommender systems
"Social impact in product design, an exploration of current industry practices","A Geometrically Exact Isogeometric Blended Shell: Formulation, Benchmarking, and Automotive Application"
"Social impact in product design, an exploration of current industry practices",Using local invasive species and flora to manufacture collagen based biodegradable plastic tableware
"Social impact in product design, an exploration of current industry practices",A simple starting point for designing for and/or assessing the social impact of products
"Social impact in product design, an exploration of current industry practices",Integrating a multidisciplinary design methods mindset into classroom practice
"Social impact in product design, an exploration of current industry practices",Implementing highway safety manual life-cycle benefit–cost analysis of safety improvements
"Social impact in product design, an exploration of current industry practices","An assessment of village drill sustainability, with recommendations"
"Social impact in product design, an exploration of current industry practices",Realizing origami mechanisms from metal sheets
"Social impact in product design, an exploration of current industry practices",Towards a universal social impact metric for engineered products that alleviate poverty
"Social impact in product design, an exploration of current industry practices",Introducing second-Year students to concept-Based projects for increased success in third-Year sponsored projects
"Social impact in product design, an exploration of current industry practices",Design education and the new culture of design centric intellectual property
"Social impact in product design, an exploration of current industry practices","Pseudo-singleton pattern and agnostic business layer for multi-engineer, synchronous, heterogeneous CAD"
"Social impact in product design, an exploration of current industry practices",Sell it: Design project assessment by the public
"Social impact in product design, an exploration of current industry practices",Methods for determining the optimal number of simultaneous contributors for multi-user CAD parts
Over-design versus redesign as a response to future requirements,Technology and design programs
Over-design versus redesign as a response to future requirements,Associative CAD references in the neutral parametric canonical form
