Paper,Reviewer,Decision,Review
Sagittal plane walking biomechanics in individuals with knee osteoarthritis after quadriceps strengthening,Wang Y.,True,The best thing I have ever read
Sagittal plane walking biomechanics in individuals with knee osteoarthritis after quadriceps strengthening,Brownlee B.J.,True,The best thing I have ever read
Recognition of Chinese food using convolutional neural network,Clayton M.F.,True,Interesting
Recognition of Chinese food using convolutional neural network,Wingate D.,True,Interesting
Recognition of Chinese food using convolutional neural network,Glorieux C.,True,Interesting
Kinetostatic and dynamic analyses of planar compliant mechanisms via a two-port dynamic stiffness model,Bradley M.W.,False,I fell asleep while reading
Kinetostatic and dynamic analyses of planar compliant mechanisms via a two-port dynamic stiffness model,Manring L.,True,Not bad at all
Kinetostatic and dynamic analyses of planar compliant mechanisms via a two-port dynamic stiffness model,Meaker K.S.,True,Interesting
Optofluidic Platform with Integrated Optical Waveguides and Sample Preparation for Digitized Detection of Nucleic Acid Targets,Sansom R.L.,True,Not bad at all
Optofluidic Platform with Integrated Optical Waveguides and Sample Preparation for Digitized Detection of Nucleic Acid Targets,Crane N.,True,Not bad at all
Optofluidic Platform with Integrated Optical Waveguides and Sample Preparation for Digitized Detection of Nucleic Acid Targets,Boster K.,True,Interesting
Full-Duplex Jamming for Enhanced Hidden-Key Secrecy,Searle H.,True,The best thing I have ever read
Full-Duplex Jamming for Enhanced Hidden-Key Secrecy,Mehmood R.,True,Interesting
Full-Duplex Jamming for Enhanced Hidden-Key Secrecy,Arabian F.,False,I fell asleep while reading
Adaptive Physical-Layer Security Through Punctured Coding for Secrecy,Pinto T.,True,The best thing I have ever read
Adaptive Physical-Layer Security Through Punctured Coding for Secrecy,Larsen B.,True,The best thing I have ever read
Adaptive Physical-Layer Security Through Punctured Coding for Secrecy,Searle H.,True,The best thing I have ever read
The use of a binary chelate formulation: Could gadolinium based linear contrast agents be rescued by the addition of zinc selective chelates?,Merrell A.J.,True,Interesting
The use of a binary chelate formulation: Could gadolinium based linear contrast agents be rescued by the addition of zinc selective chelates?,Dearden J.,False,My dog can write better
The use of a binary chelate formulation: Could gadolinium based linear contrast agents be rescued by the addition of zinc selective chelates?,Kück K.,True,Not bad at all
High-throughput simulations for insight into grain boundary structure-property relationships and other complex microstructural phenomena,Hart G.L.W.,True,Not bad at all
High-throughput simulations for insight into grain boundary structure-property relationships and other complex microstructural phenomena,McCracken S.L.,False,Is this a joke?
High-throughput simulations for insight into grain boundary structure-property relationships and other complex microstructural phenomena,Wells T.,True,Not bad at all
The AFLOW Library of Crystallographic Prototypes: Part 2,Shapeev A.V.,True,Interesting
The AFLOW Library of Crystallographic Prototypes: Part 2,Hart G.L.W.,True,Interesting
The AFLOW Library of Crystallographic Prototypes: Part 2,Csányi G.,True,The best thing I have ever read
Informatics analysis of capillary electropherograms of autologously doped and undoped blood,Koch D.P.,True,Interesting
Informatics analysis of capillary electropherograms of autologously doped and undoped blood,Salmon J.,True,Not bad at all
Informatics analysis of capillary electropherograms of autologously doped and undoped blood,Rosen J.,True,Interesting
Origami-Based Design of Conceal-and-Reveal Systems,Wheeler D.,True,Interesting
Origami-Based Design of Conceal-and-Reveal Systems,Seymour K.,True,Interesting
Origami-Based Design of Conceal-and-Reveal Systems,Sherrod V.,False,Is this a joke?
A usability study of four secure email tools using paired participants,Kane E.,True,Interesting
A usability study of four secure email tools using paired participants,Smith T.,True,Not bad at all
A usability study of four secure email tools using paired participants,Cameron J.,True,Not bad at all
Deconfliction in high-density unmanned aerial vehicle systems,Josephson C.,True,Not bad at all
Deconfliction in high-density unmanned aerial vehicle systems,Pierce I.,True,The best thing I have ever read
Deconfliction in high-density unmanned aerial vehicle systems,Jain P.,True,Interesting
Approximate MLSE Equalization of SOQPSK-TG in Aeronautical Telemetry,Wallin N.,True,Not bad at all
Approximate MLSE Equalization of SOQPSK-TG in Aeronautical Telemetry,Vilela J.P.,False,Is this a joke?
Approximate MLSE Equalization of SOQPSK-TG in Aeronautical Telemetry,Transtrum M.K.,True,Interesting
Losartan attenuates progression of osteoarthritis in the synovial temporomandibular and knee joints of a chondrodysplasia mouse model through inhibition of TGF-β1 signaling pathway,Hedges D.M.,True,Not bad at all
Losartan attenuates progression of osteoarthritis in the synovial temporomandibular and knee joints of a chondrodysplasia mouse model through inhibition of TGF-β1 signaling pathway,Nash R.,True,Not bad at all
Losartan attenuates progression of osteoarthritis in the synovial temporomandibular and knee joints of a chondrodysplasia mouse model through inhibition of TGF-β1 signaling pathway,Orr J.,True,The best thing I have ever read
Impact of pulse length on the accuracy of defect depth measurements in pulse thermography,Peters K.J.,True,The best thing I have ever read
Impact of pulse length on the accuracy of defect depth measurements in pulse thermography,Woolley A.T.,True,Not bad at all
Impact of pulse length on the accuracy of defect depth measurements in pulse thermography,Shayer Z.,True,The best thing I have ever read
Predicting recrystallized grain size in friction stir processed 304L stainless steel,Baxter J.S.,True,Not bad at all
Predicting recrystallized grain size in friction stir processed 304L stainless steel,Bilodeau R.A.,True,The best thing I have ever read
Predicting recrystallized grain size in friction stir processed 304L stainless steel,Zhang J.,True,The best thing I have ever read
Polar coding for physical-layer security without knowledge of the eavesdropper's channel,Wan J.,False,Is this a joke?
Polar coding for physical-layer security without knowledge of the eavesdropper's channel,Baradoy D.,True,Interesting
Polar coding for physical-layer security without knowledge of the eavesdropper's channel,Ernst D.,True,Not bad at all
"Direct Relative Edge Optimization, A Robust Alternative for Pose Graph Optimization",Butail S.,True,The best thing I have ever read
"Direct Relative Edge Optimization, A Robust Alternative for Pose Graph Optimization",Shaikh M.T.,True,Interesting
"Direct Relative Edge Optimization, A Robust Alternative for Pose Graph Optimization",Chambers C.,True,The best thing I have ever read
Compressive strength of high-strength concrete masonry grouted prisms,Mo J.,True,Not bad at all
Compressive strength of high-strength concrete masonry grouted prisms,Harrison W.K.,True,The best thing I have ever read
Compressive strength of high-strength concrete masonry grouted prisms,Hawkins A.,True,Not bad at all
The polygraph: A data structure for genome alignment and variation detection,Fujimoto M.S.,True,The best thing I have ever read
The polygraph: A data structure for genome alignment and variation detection,Levin H.S.,True,Not bad at all
The polygraph: A data structure for genome alignment and variation detection,Zhao E.L.,True,Interesting
Quantifying accuracy of a concept laser metal additive machine through the NIST test artifact,Ranasinghe D.R.,True,Not bad at all
Quantifying accuracy of a concept laser metal additive machine through the NIST test artifact,Small K.A.,True,Not bad at all
Quantifying accuracy of a concept laser metal additive machine through the NIST test artifact,Carlson S.,True,Not bad at all
Automated Air-Coupled Impact-Echo Testing of a Concrete Bridge Deck from a Continuously Moving Platform,Riding K.A.,True,Not bad at all
Automated Air-Coupled Impact-Echo Testing of a Concrete Bridge Deck from a Continuously Moving Platform,Hamblin M.,False,My dog can write better
Automated Air-Coupled Impact-Echo Testing of a Concrete Bridge Deck from a Continuously Moving Platform,Lourenço P.B.,True,Not bad at all
The Effect of Antenna Mutual Coupling on MIMO Radar System Performance,Mahmood A.,True,The best thing I have ever read
The Effect of Antenna Mutual Coupling on MIMO Radar System Performance,Warnick K.F.,True,The best thing I have ever read
The Effect of Antenna Mutual Coupling on MIMO Radar System Performance,Yang Y.,True,The best thing I have ever read
Turning depths: Evanescent to propagating wave kinetic energy density,Barrios J.A.,True,Not bad at all
Turning depths: Evanescent to propagating wave kinetic energy density,Wang T.,True,The best thing I have ever read
Turning depths: Evanescent to propagating wave kinetic energy density,Pohl M.B.,False,Meh
Microstructural evaluation of hydrogen embrittlement and successive recovery in advanced high strength steel,Erickson H.C.,True,The best thing I have ever read
Microstructural evaluation of hydrogen embrittlement and successive recovery in advanced high strength steel,Wang T.,True,Interesting
Microstructural evaluation of hydrogen embrittlement and successive recovery in advanced high strength steel,Bowden A.E.,False,My dog can write better
Over-Design Versus Redesign as a Response to Future Requirements,Goodson M.,True,Interesting
Over-Design Versus Redesign as a Response to Future Requirements,Dahlin E.,True,Interesting
Over-Design Versus Redesign as a Response to Future Requirements,Linford M.R.,False,Nothing makes sense
Control of Net Radiative Heat Transfer with a Variable-Emissivity Accordion Tessellation,Gunnarsson A.,True,The best thing I have ever read
Control of Net Radiative Heat Transfer with a Variable-Emissivity Accordion Tessellation,Russell C.S.,True,Not bad at all
Control of Net Radiative Heat Transfer with a Variable-Emissivity Accordion Tessellation,Morales-Velez A.C.,False,Meh
