Paper,Reviewers
10.1061/9780784481660.020/P,57213342768;56740595400;57203024588
10.1061/9780784481660.020/S,6601908155;57205128747;57204728159
10.1061/9780784481608.009/O,6701610428;7006583274;8705255200
10.1061/9780784481608.009/P,6602335448;23009691800;28167695400
10.1061/9780784481608.009/S,7004904337;57203992542;57216811262
10.1061/9780784481653.044/O,57207980336;7202049689;57212351059
10.1061/9780784481653.044/P,7004300863;55944615300;57214718289
10.1061/9780784481653.044/S,57191995369;7005513246;6507235629
10.1155/2018/9621640/O,57190252027;6602749964;57214071214
10.1155/2018/9621640/P,6505878659;57203957449;35182844400
10.1155/2018/9621640/S,7102985794;56221719300;55247719300
10.1061/9780784481653.014/O,57194141209;57193338296;57216048774
10.1061/9780784481653.014/P,57214365851;35303536900;57194576753
10.1061/9780784481653.014/S,57216076371;7402074463;57194692502
10.1117/12.2513788/O,7103286989;57210477807;8602381900
10.1117/12.2513788/P,57189218211;23987692400;57218202833
10.1117/12.2513788/S,6701834327;6602089995;7103286989
10.1109/ICDM.2017.137/O,57209640119;57195921912;7402756644
10.1109/ICDM.2017.137/P,36082483100;16043812000;57212379321
10.1109/ICDM.2017.137/S,55272011900;56703308500;53984647600
10.1109/IROS.2017.8206443/O,23091904000;6701609778;55860312700
10.1109/IROS.2017.8206443/P,6602577617;57216076371;7406665619
10.1109/IROS.2017.8206443/S,6508306234;23570183200;57192955909
10.1021/acs.iecr.7b03748/O,57118455800;57215613881;57211500187
10.1021/acs.iecr.7b03748/P,7004479819;57211503118;6701421652
10.1021/acs.iecr.7b03748/S,57215904613;36126203400;24401574900
10.1109/IROS.2017.8206308/O,7005513246;35409277700;57200515115
10.1109/IROS.2017.8206308/P,51461758000;57216486642;6701746882
10.1109/IROS.2017.8206308/S,57199050938;57205288709;35209941000
10.1109/TAP.2017.2766679/O,7006815587;57203981655;56248593800
10.1109/TAP.2017.2766679/P,57219015425;6701834327;57201257192
10.1109/TAP.2017.2766679/S,57190000029;57214229367;9942259800
10.1007/s10439-017-1910-9/O,57197797367;7005654753;57191474405
10.1007/s10439-017-1910-9/P,57217866402;57195970826;56260937200
10.1007/s10439-017-1910-9/S,57214076898;57212089454;57203192064
10.1109/TASLP.2017.2738564/O,57205257595;35236338800;6701720294
10.1109/TASLP.2017.2738564/P,56164575400;56748981000;6701720294
10.1109/TASLP.2017.2738564/S,56677251600;57211516485;57208598187
10.1038/s41524-017-0027-x/O,57204761536;57195591421;7004609408
10.1038/s41524-017-0027-x/P,7402756644;16422844400;36667397700
10.1038/s41524-017-0027-x/S,24401574900;6505524737;8715877100
10.1109/TAP.2017.2758390/O,57214937519;8608718200;57205198823
10.1109/TAP.2017.2758390/P,53866135200;57209659294;7006253705
10.1109/TAP.2017.2758390/S,57216754583;36913263000;56492379200
10.1109/TPC.2017.2759621/O,34873697600;6508306234;6507358470
10.1109/TPC.2017.2759621/P,6601908155;9277159100;57212877401
10.1109/TPC.2017.2759621/S,57204761536;56417117600;55141781300
10.1016/j.jsv.2017.07.021/O,6701834327;35147940600;36055605700
10.1016/j.jsv.2017.07.021/P,57215336161;7005513246;48361087900
10.1016/j.jsv.2017.07.021/S,55359090100;57210288045;57203017789
10.1109/TAP.2017.2748237/O,35182844400;57218593446;57196261400
10.1109/TAP.2017.2748237/P,7004688501;7406552522;6603077820
10.1109/TAP.2017.2748237/S,56896919700;57204032253;55855376400
10.1177/0731684417721660/O,7005513246;57200884469;57203982016
10.1177/0731684417721660/P,55812858700;55645613600;57195286623
10.1177/0731684417721660/S,56487893500;57201397713;57212950333
10.1109/TCSII.2016.2642820/O,57216754583;57215609504;57118455800
10.1109/TCSII.2016.2642820/P,7409879911;57218883196;7006111578
10.1109/TCSII.2016.2642820/S,36245410800;57211987837;57203943386
10.1016/j.cma.2017.08.003/O,55971908500;35088650000;55949256500
10.1016/j.cma.2017.08.003/P,35088650000;7202277096;55949256500
10.1016/j.cma.2017.08.003/S,56724258600;6603570606;19934211900
10.1109/JSEN.2017.2750327/O,57193715705;7003772744;7202282831
10.1109/JSEN.2017.2750327/P,57198832579;36953700600;12143690400
10.1109/JSEN.2017.2750327/S,16066928300;57212136375;6603570606
10.1109/SecDev.2017.20/O,54978625300;57193927413;57210927548
10.1109/SecDev.2017.20/P,34874297000;57191620725;57210288045
10.1109/SecDev.2017.20/S,6507317548;56490084100;57203240784
10.1021/acs.bioconjchem.7b00281/O,57190794386;57195286623;57201980753
10.1021/acs.bioconjchem.7b00281/P,56165315000;57214523209;56330168500
10.1021/acs.bioconjchem.7b00281/S,24492691800;35078644900;52663627000
10.1109/CCTA.2017.8062726/O,36245410800;57204031131;57201212051
10.1109/CCTA.2017.8062726/P,57210914089;57212383793;57207901363
10.1109/CCTA.2017.8062726/S,34873697600;57212379321;10640480600
10.1109/CCTA.2017.8062645/O,7004904337;57191620725;57193356353
10.1109/CCTA.2017.8062645/P,18042274300;57204031131;7004904337
10.1109/CCTA.2017.8062645/S,57204031131;57193356353;57193362917
10.1109/MWSYM.2017.8058605/O,57196471974;57202116348;57195515828
10.1109/MWSYM.2017.8058605/P,55326050200;57196471974;57205129154
10.1109/MWSYM.2017.8058605/S,56251876800;7003772744;16422844400
10.1061/(ASCE)EI.1943-5541.0000335/O,6603615600;57202320825;56740595400
10.1061/(ASCE)EI.1943-5541.0000335/P,57212877661;57215333932;35262249500
10.1061/(ASCE)EI.1943-5541.0000335/S,57195718233;57212877661;57212351059
10.1016/j.jmapro.2017.07.015/O,57207365951;23052031200;9636293200
10.1016/j.jmapro.2017.07.015/P,8621794000;7005636820;56890669600
10.1016/j.jmapro.2017.07.015/S,57212351343;7003292762;24295291100
10.1109/TLT.2017.2740172/O,56622088300;57215031057;6701720294
10.1109/TLT.2017.2740172/P,56556056000;14822519000;54911216200
10.1109/TLT.2017.2740172/S,34874038200;57197730899;57197765649
10.1007/s00163-017-0253-8/O,55542008600;7404766197;57197765649
10.1007/s00163-017-0253-8/P,6701834327;57212877661;8608718200
10.1007/s00163-017-0253-8/S,56330970800;56331127200;6701720294
10.1016/j.measurement.2017.02.025/O,55286783200;55301279200;7103395611
10.1016/j.measurement.2017.02.025/P,57210290270;57211987837;57204968964
10.1016/j.measurement.2017.02.025/S,57205652485;57218886193;57192247939
10.1109/MWSCAS.2017.8053032/O,7005513246;57218202833;7004904337
10.1109/MWSCAS.2017.8053032/P,7801676127;7004904337;7005513246
10.1109/MWSCAS.2017.8053032/S,57218202833;7004904337;56724258600
10.4271/2017-01-6000/O,57193900229;36668159600;24465525600
10.4271/2017-01-6000/P,7004904337;56248593800;57193902758
10.4271/2017-01-6000/S,35147940600;7003381644;57190404271
10.1039/c7lc00644f/O,57205504946;57207222602;57215607275
10.1039/c7lc00644f/P,57208682307;57204799155;57211158470
10.1039/c7lc00644f/S,57204803477;57196086981;7102503611
10.1007/s10439-017-1852-2/O,57213874106;57204597171;57003792300
10.1007/s10439-017-1852-2/P,56266132600;14621428300;57218591162
10.1007/s10439-017-1852-2/S,57193911152;57211443769;57211987837
10.1016/j.ijindorg.2017.06.001/O,7004904337;6701720294;57205257595
10.1016/j.ijindorg.2017.06.001/P,57210289242;7004300863;57215031057
10.1016/j.ijindorg.2017.06.001/S,57209881955;57203978933;56045493000
10.1111/ina.12369/O,57194391871;56701619800;55674595800
10.1111/ina.12369/P,6508306234;57193322440;57192981384
10.1111/ina.12369/S,35790633100;57213262958;57198146081
10.1115/1.4036336/O,35182844400;57212415946;57201759181
10.1115/1.4036336/P,8208317300;7004904337;56266132600
10.1115/1.4036336/S,56425409300;56260937200;57214523209
10.1115/1.4035674/O,57204031131;57197765353;57212136375
10.1115/1.4035674/P,7006372151;57204031131;13605498800
10.1115/1.4035674/S,57212136375;56353116200;56819566000
10.1016/j.joca.2017.05.004/O,35078644900;55736845400;55542008600
10.1016/j.joca.2017.05.004/P,56709476900;8608718200;57215684781
10.1016/j.joca.2017.05.004/S,57203942414;14621428300;57210982957
10.1016/j.ijhcs.2017.03.007/O,7005636820;56677251600;36106810300
10.1016/j.ijhcs.2017.03.007/P,57203247682;57203978933;56790117900
10.1016/j.ijhcs.2017.03.007/S,7403218372;57208784903;23973526000
10.1103/PhysRevFluids.2.090503/O,7004904337;57218202833;7005513246
10.1103/PhysRevFluids.2.090503/P,7004904337;7005513246;57218202833
10.1103/PhysRevFluids.2.090503/S,57218202833;7004904337;7005513246
10.1109/IPCC.2017.8013959/O,7005513246;57197730899;57218202833
10.1109/IPCC.2017.8013959/P,56810920600;57218202833;7402004420
10.1109/IPCC.2017.8013959/S,7402004420;7004904337;56810920600
10.1364/AO.56.006814/O,7102837693;7005513246;36011148100
10.1364/AO.56.006814/P,7004511126;7406552522;57194155925
10.1364/AO.56.006814/S,6701720294;7201741468;7406552522
10.3390/mi8080252/O,57196275913;55544941800;57210288045
10.3390/mi8080252/P,57215607275;57203943386;24779209500
10.3390/mi8080252/S,35186389400;56024800300;7101643443
10.1109/ICORR.2017.8009242/O,55708105800;57203188827;57215598228
10.1109/ICORR.2017.8009242/P,57193016069;57204802622;57193409777
10.1109/ICORR.2017.8009242/S,57195343816;6701720294;56221719300
10.1017/jfm.2017.365/O,37086141200;7003663333;7004609408
10.1017/jfm.2017.365/P,16043812000;55864283000;55359090100
10.1017/jfm.2017.365/S,36154754400;57195332895;57203330644
10.1016/j.commatsci.2017.04.015/O,57192067288;13411176900;56045493000
10.1016/j.commatsci.2017.04.015/P,8329346700;7006440923;55213245300
10.1016/j.commatsci.2017.04.015/S,7003498548;57188681207;57209881955
10.1109/TAP.2017.2708084/O,16422844400;8421746800;7007046711
10.1109/TAP.2017.2708084/P,35209941000;56714263700;57216048774
10.1109/TAP.2017.2708084/S,56353116200;57196261400;48361087900
10.1109/TAES.2017.2671784/O,57126129700;57215811083;57210287166
10.1109/TAES.2017.2671784/P,57126390100;57210292389;55849071700
10.1109/TAES.2017.2671784/S,57126390100;55710750200;35147940600
10.1109/TAES.2017.2671785/O,57214009254;57204570329;6602649851
10.1109/TAES.2017.2671785/P,6508306234;56045493000;48361087900
10.1109/TAES.2017.2671785/S,36987999600;55557218000;7004347500
10.1007/s12206-017-0742-8/O,55161739600;36245410800;8533888200
10.1007/s12206-017-0742-8/P,57217581770;57194503011;9277159100
10.1007/s12206-017-0742-8/S,36176552000;57214773567;6603042352
10.1016/j.commatsci.2017.01.017/O,18535712500;57197730899;57217789464
10.1016/j.commatsci.2017.01.017/P,9277159100;57205293533;8935514400
10.1016/j.commatsci.2017.01.017/S,13605498800;57204031131;57197737083
10.1080/16864360.2016.1273578/O,55911870000;57197773578;57204762755
10.1080/16864360.2016.1273578/P,7004904337;57211516485;57193356353
10.1080/16864360.2016.1273578/S,56330970800;57200534297;55487415500
10.1109/ICUAS.2017.7991391/O,57203298908;57210912098;56818839700
10.1109/ICUAS.2017.7991391/P,57203981655;57218202833;57206968876
10.1109/ICUAS.2017.7991391/S,7005513246;57216076371;24824356000
10.1109/ICRA.2017.7989687/O,57197795830;57201947722;57208012133
10.1109/ICRA.2017.7989687/P,7004904337;57188681207;57196487336
10.1109/ICRA.2017.7989687/S,57190858572;57209567638;8715877100
10.1109/ICRA.2017.7989218/O,57212415946;7004307869;57200118993
10.1109/ICRA.2017.7989218/P,57207365951;35562442700;57200118993
10.1109/ICRA.2017.7989218/S,57212351343;56677251600;57203978933
10.1109/ICRA.2017.7989588/O,57190404271;6701720294;55953141600
10.1109/ICRA.2017.7989588/P,57203957449;57195343816;57188691775
10.1109/ICRA.2017.7989588/S,57209881955;57209581042;57217482839
10.1109/RADECS.2017.8696180/O,57189235340;57216754583;36944158600
10.1109/RADECS.2017.8696180/P,57205285411;6701834327;56532087700
10.1109/RADECS.2017.8696180/S,57218202833;55301279200;36913263000
10.1109/RADECS.2017.8696210/O,57205645397;57204472177;57191031931
10.1109/RADECS.2017.8696210/P,57205652485;7101816954;57191031931
10.1109/RADECS.2017.8696210/S,57191031931;12544690900;57204968964
10.1115/1.4035904/O,56112492400;57217147006;57216187696
10.1115/1.4035904/P,7003772744;57204032253;57210289242
10.1115/1.4035904/S,36459611200;57217149830;34868168700
10.1109/BIBE.2017.00-63/O,6602089995;57209640119;7006542177
10.1109/BIBE.2017.00-63/P,57207550410;57203486012;57218202833
10.1109/BIBE.2017.00-63/S,7005636820;57199050938;57192955909
10.1116/1.4984807/O,57208823236;6603615600;7003387464
10.1116/1.4984807/P,7202083837;56741048000;57189445479
10.1116/1.4984807/S,57211158470;35791260000;57202237979
10.1061/(ASCE)CO.1943-7862.0001310/O,57197773578;57197765353;56226072000
10.1061/(ASCE)CO.1943-7862.0001310/P,55249877500;57200534297;57213087387
10.1061/(ASCE)CO.1943-7862.0001310/S,55788214400;57201397713;56149906900
10.1109/BIBE.2017.00-44/O,7102905437;57195921912;36245410800
10.1109/BIBE.2017.00-44/P,6701851503;7404062227;57215904613
10.1109/BIBE.2017.00-44/S,57207901363;7005976828;7004904337
10.1109/BIBE.2017.00-53/O,8717447000;7005085503;7005513246
10.1109/BIBE.2017.00-53/P,57204546854;6603354235;8717447000
10.1109/BIBE.2017.00-53/S,55249658600;57202326782;55449746800
10.23919/ACC.2017.7963663/O,57204761536;57190247942;36668159600
10.23919/ACC.2017.7963663/P,56102505100;56248593800;57190404271
10.23919/ACC.2017.7963663/S,10640480600;57204031131;7006542177
10.1016/j.engstruct.2017.03.041/O,57194034271;55898266700;7102405529
10.1016/j.engstruct.2017.03.041/P,57207980336;35088650000;57193610705
10.1016/j.engstruct.2017.03.041/S,56560118600;57206455220;57198333909
10.1364/AO.56.004911/O,53866135200;57209659294;57209889565
10.1364/AO.56.004911/P,57215823167;57218761022;7005513246
10.1364/AO.56.004911/S,57206024435;56819566000;57210292389
10.1080/16864360.2016.1257184/O,57205763350;57211516485;57201634652
10.1080/16864360.2016.1257184/P,7004277402;57205765859;57200534297
10.1080/16864360.2016.1257184/S,57212271159;7102879142;57210260262
10.1080/00207217.2017.1279229/O,56740595400;8922674200;56094587000
10.1080/00207217.2017.1279229/P,57215607275;16027856900;57212342916
10.1080/00207217.2017.1279229/S,56330970800;56890778700;57215607275
10.1115/1.4036304/O,56156055700;7005786977;56689651300
10.1115/1.4036304/P,56716068400;57214773567;57212271263
10.1115/1.4036304/S,6508306234;57214773567;57195317234
10.1007/s12273-016-0332-1/O,57216076371;57218202833;55413647400
10.1007/s12273-016-0332-1/P,7004904337;47962305800;57205128747
10.1007/s12273-016-0332-1/S,16481299700;57193338296;7004479819
10.1016/j.cma.2017.03.009/O,57201432287;56463982900;7403218372
10.1016/j.cma.2017.03.009/P,7004060735;7103286989;56584993700
10.1016/j.cma.2017.03.009/S,35078644900;57214076898;7102879142
10.1007/s11837-017-2334-6/O,24830555500;57214773567;57205285400
10.1007/s11837-017-2334-6/P,6701720294;56890669600;7005513246
10.1007/s11837-017-2334-6/S,6603042352;57211281996;57193564939
10.1109/SYSCON.2017.7934789/O,56148594700;57193807582;9277159100
10.1109/SYSCON.2017.7934789/P,6602577617;57217871738;57208341600
10.1109/SYSCON.2017.7934789/S,57203298908;55860312700;35338971800
10.1016/j.msea.2017.04.032/O,56911636200;57202627167;19934211900
10.1016/j.msea.2017.04.032/P,57195286623;57202627263;57202627167
10.1016/j.msea.2017.04.032/S,57211158470;38662818500;14059027500
10.1109/LPT.2017.2686354/O,7003388995;57002749600;56767836200
10.1109/LPT.2017.2686354/P,57209912956;57215058041;56110251000
10.1109/LPT.2017.2686354/S,8357777200;6601976036;55326050200
10.1016/j.bios.2016.12.071/O,57212277009;57198146081;35790633100
10.1016/j.bios.2016.12.071/P,35587077000;7005085503;14621428300
10.1016/j.bios.2016.12.071/S,57196950804;8244752200;35186389400
10.1007/s10694-016-0644-9/O,57209110872;57193749678;57200688910
10.1007/s10694-016-0644-9/P,55736791400;7006120837;7102280128
10.1007/s10694-016-0644-9/S,57218202833;55736791400;56584019300
10.1016/j.epsr.2017.01.039/O,57196465311;56363360200;6701746882
10.1016/j.epsr.2017.01.039/P,36245410800;36668159600;56622088300
10.1016/j.epsr.2017.01.039/S,56976354400;8621794000;7005371369
10.1109/TPWRS.2016.2611511/O,57209538650;36154754400;56386056100
10.1109/TPWRS.2016.2611511/P,57197773578;16643231700;57210290270
10.1109/TPWRS.2016.2611511/S,56330168500;6506328689;56703039000
10.1016/j.biomaterials.2017.02.021/O,57205504743;57190974399;12445208100
10.1016/j.biomaterials.2017.02.021/P,57197797367;12142543700;57190252027
10.1016/j.biomaterials.2017.02.021/S,57215684781;57144864700;7006441571
10.1007/s11837-017-2309-7/O,56714263700;55272011900;57207901363
10.1007/s11837-017-2309-7/P,57217789464;23091904000;57201357657
10.1007/s11837-017-2309-7/S,57193749678;34873697600;36245410800
10.1088/1361-6528/aa68b0/O,57212089454;6701720294;56709476900
10.1088/1361-6528/aa68b0/P,57215607275;57194679331;7005513246
10.1088/1361-6528/aa68b0/S,56330970800;57200363612;57193834529
10.1088/1361-6528/aa68ae/O,57190252027;57200515115;16422844400
10.1088/1361-6528/aa68ae/P,57195970826;7006111578;7005934389
10.1088/1361-6528/aa68ae/S,7202812767;57201772566;57218593446
10.1080/16864360.2016.1240449/O,57192943554;6701720294;57194006378
10.1080/16864360.2016.1240449/P,56260937200;6508342170;57204825465
10.1080/16864360.2016.1240449/S,57197791798;6603625990;35994294500
10.1016/j.matdes.2017.01.057/O,57219006078;55665625900;7202035366
10.1016/j.matdes.2017.01.057/P,55449746800;57201121062;6507586174
10.1016/j.matdes.2017.01.057/S,55979578600;56692412900;6701387944
10.1007/s10439-016-1765-5/O,35790633100;57190261034;56677251600
10.1007/s10439-016-1765-5/P,57195427378;57217866402;55456759700
10.1007/s10439-016-1765-5/S,7403085570;7007046711;55233755100
10.1115/1.4035686/O,7102900497;35316779800;6603042352
10.1115/1.4035686/P,57190247942;35562442700;57195921912
10.1115/1.4035686/S,57217317667;57202904399;35562442700
10.1002/qre.2047/O,57215136260;57210927548;57215534774
10.1002/qre.2047/P,56012631600;57210928665;57219312906
10.1002/qre.2047/S,56487893500;57200884469;7005513246
10.4271/2017-01-1329/O,6603625990;53866006800;7005934389
10.4271/2017-01-1329/P,57193362917;57214937519;57190605478
10.4271/2017-01-1329/S,57218105310;56709476900;57208598187
10.1145/2909824.3020225/O,57217871738;57209581042;57212351343
10.1145/2909824.3020225/P,57189219942;57188691775;57208584595
10.1145/2909824.3020225/S,14831622300;57201947722;57205761514
10.1145/2909824.3020243/O,57195420301;55967471000;57201947722
10.1145/2909824.3020243/P,55967471000;57206834042;57201722090
10.1145/2909824.3020243/S,19638969800;7005345401;57197733505
10.1007/s11081-015-9295-9/O,6602577617;57188691775;35562442700
10.1007/s11081-015-9295-9/P,56363360200;23091904000;57188681207
10.1007/s11081-015-9295-9/S,57210287166;57210290270;56985459400
10.1061/(ASCE)WR.1943-5452.0000720/O,12646372900;57208928114;57191822951
10.1061/(ASCE)WR.1943-5452.0000720/P,34868168700;55829396600;6507358470
10.1061/(ASCE)WR.1943-5452.0000720/S,57217866402;35597296700;56755464700
10.1061/(ASCE)ME.1943-5479.0000483/O,57215823167;55171433700;57216048774
10.1061/(ASCE)ME.1943-5479.0000483/P,35262249500;55315026400;57209655847
10.1061/(ASCE)ME.1943-5479.0000483/S,7404766197;7004300863;55315026400
10.1016/j.ijmultiphaseflow.2016.10.005/O,7202538835;10141271600;36106810300
10.1016/j.ijmultiphaseflow.2016.10.005/P,24295291100;57193749678;57194859276
10.1016/j.ijmultiphaseflow.2016.10.005/S,57202445593;56897186700;57191587072
10.1111/risa.12652/O,57191110417;7406665619;57205348362
10.1111/risa.12652/P,9277159100;57144864700;36944158600
10.1111/risa.12652/S,24923036100;8329346700;7102900497
10.1016/j.conbuildmat.2016.12.112/O,57203191415;7201741468;23009691800
10.1016/j.conbuildmat.2016.12.112/P,7103392045;35088650000;56112492400
10.1016/j.conbuildmat.2016.12.112/S,23009691800;12778890800;57215031057
10.1007/s00348-016-2297-3/O,57200117120;57192300416;14035040300
10.1007/s00348-016-2297-3/P,56703308500;57209399454;57198431633
10.1007/s00348-016-2297-3/S,9245406100;6506645565;7202035366
10.1016/j.matdes.2016.11.066/O,12778890800;57211642778;57205257595
10.1016/j.matdes.2016.11.066/P,23099630500;57208341600;57200515115
10.1016/j.matdes.2016.11.066/S,57218107757;57218593962;23052031200
10.1109/TAP.2016.2632618/O,57196000820;57192595504;57191995369
10.1109/TAP.2016.2632618/P,57120014600;8929123100;7005357023
10.1109/TAP.2016.2632618/S,57216751001;57197795830;36444802300
10.1007/s00158-016-1518-y/O,56196521900;57211516485;57191952713
10.1007/s00158-016-1518-y/P,57190384916;57214365851;57198333909
10.1007/s00158-016-1518-y/S,57194703295;57190247942;36167063600
10.1109/TAES.2017.2650818/O,24824356000;57203661089;46961076700
10.1109/TAES.2017.2650818/P,57203298908;57216048774;57215607275
10.1109/TAES.2017.2650818/S,57203661821;7005513246;6602649851
10.1364/AO.56.001062/O,57216749286;57200118672;55946345200
10.1364/AO.56.001062/P,8372868700;36240601900;35546747200
10.1364/AO.56.001062/S,35546747200;57031532600;8372868700
10.1061/(ASCE)HY.1943-7900.0001221/O,57216181629;57202741808;7401431037
10.1061/(ASCE)HY.1943-7900.0001221/P,57200290256;57217317667;7005883030
10.1061/(ASCE)HY.1943-7900.0001221/S,7005513246;57207112163;56710953300
10.1109/TCPMT.2016.2646484/O,57202152391;6701834327;55286783200
10.1109/TCPMT.2016.2646484/P,7005357023;55286783200;57200699937
10.1109/TCPMT.2016.2646484/S,57200117690;6602913811;7202316035
10.1007/s00332-016-9333-6/O,7005513246;7004904337;6602649851
10.1007/s00332-016-9333-6/P,6602649851;6701610428;6701863708
10.1007/s00332-016-9333-6/S,55694540600;7006441571;6701610428
10.1109/IPCon.2016.7831137/O,57212089454;56387524600;57195970826
10.1109/IPCon.2016.7831137/P,57195970826;35186389400;7101643443
10.1109/IPCon.2016.7831137/S,57218202833;57202256915;57211443769
10.1109/IPCon.2016.7831143/O,57215609504;57218202833;8929123100
10.1109/IPCon.2016.7831143/P,57195515828;57202735625;7005513246
10.1109/IPCon.2016.7831143/S,57212089454;57215609504;57195515828
10.2514/6.2017-0908/O,46961076700;24923036100;56818839700
10.2514/6.2017-0908/P,57203981655;57219312906;57209881955
10.2514/6.2017-0908/S,57194859276;57202040530;23091904000
10.1115/GT2017-63724/O,57209912956;57207901363;7003772744
10.1115/GT2017-63724/P,57194692502;7202316035;55486520500
10.1115/GT2017-63724/S,57200687939;57214937519;7004688501
10.1115/GT201763490/O,57214937519;55849943100;57218480110
10.1115/GT201763490/P,57214076898;57218202833;6603907334
10.1115/GT201763490/S,7202812767;57204029674;7202035366
10.33012/2017.15158/O,57210927548;7005636820;7103004161
10.33012/2017.15158/P,8929123100;55200909800;57215607275
10.33012/2017.15158/S,57216749286;35338971800;57204570329
10.1109/LGRS.2016.2630010/O,7005513246;7005709969;8321530600
10.1109/LGRS.2016.2630010/P,57218202833;57190858572;8321530600
10.1109/LGRS.2016.2630010/S,8321530600;7005513246;57218202833
10.1177/2041731417718809/O,56251876800;57212304730;16199522200
10.1177/2041731417718809/P,35336731800;57218102993;57193016069
10.1177/2041731417718809/S,24382111400;7007046711;40561545600
10.1115/DETC2017-68025/O,6602649851;36245410800;57213462935
10.1115/DETC2017-68025/P,56622088300;57190247942;57200390842
10.1115/DETC2017-68025/S,35994294500;57195598039;57194047820
10.1115/DETC2017-68370/O,8421746800;8533888200;56577146500
10.1115/DETC2017-68370/P,6603615600;57196372172;57192943554
10.1115/DETC2017-68370/S,24758929200;57211642778;7005513246
10.1115/DETC2017-67274/O,6701720294;57212136375;57208598187
10.1115/DETC2017-67274/P,57188764210;57212345817;57215031057
10.1115/DETC2017-67274/S,57212151348;56071519600;57200363612
10.1115/DETC201767581/O,56748981000;57218202833;57192961253
10.1115/DETC201767581/P,57194015684;8929123100;57200534297
10.1115/DETC201767581/S,14833931300;56830076500;9942259800
10.1115/DETC201767586/O,55948963100;57205765859;57215031057
10.1115/DETC201767586/P,57212345817;57215031057;56045493000
10.1115/DETC201767586/S,56353116200;55487415500;57205762398
10.1016/j.ijheatmasstransfer.2017.03.044/O,55849071700;57217581937;57205293533
10.1016/j.ijheatmasstransfer.2017.03.044/P,56896919700;57190371042;50262207100
10.1016/j.ijheatmasstransfer.2017.03.044/S,35562442700;57089497400;57218593962
10.1016/j.ijheatmasstransfer.2017.03.055/O,57198451372;55475654800;15044701600
10.1016/j.ijheatmasstransfer.2017.03.055/P,50262207100;7006253705;7004609408
10.1016/j.ijheatmasstransfer.2017.03.055/S,8641604600;55807316700;57205293533
10.1109/TNS.2016.2636666/O,57204830739;57208707585;57208709468
10.1109/TNS.2016.2636666/P,19638969800;55353164900;57211493546
10.1109/TNS.2016.2636666/S,57204825465;7004904337;57204830739
10.1109/TNS.2016.2635028/O,6508147112;57215598228;7801636116
10.1109/TNS.2016.2635028/P,57202047395;57193720916;6701695863
10.1109/TNS.2016.2635028/S,7801636116;7005513246;35209941000
10.1016/j.ijheatmasstransfer.2016.12.076/O,57193749678;55972769000;35311157900
10.1016/j.ijheatmasstransfer.2016.12.076/P,55422614200;57217581770;56875349800
10.1016/j.ijheatmasstransfer.2016.12.076/S,6603288835;57215613881;6603114735
10.1117/12.2274694/O,57196275913;57217581770;57209912956
10.1117/12.2274694/P,24295291100;6701720294;35195145200
10.1117/12.2274694/S,6506462706;57198318094;6601976036
10.2514/6.2017-1152/O,57144864700;57210919648;24923036100
10.2514/6.2017-1152/P,57207901363;34168247900;57210916608
10.2514/6.2017-1152/S,57205762398;23570183200;6602577617
10.3141/2636-04/O,57191616632;7005883030;57189026693
10.3141/2636-04/P,7006441571;7402074463;57189026693
10.3141/2636-04/S,7004300863;57194874146;57201634652
10.24928/2017/0182/O,35209941000;35182844400;57218591162
10.24928/2017/0182/P,36055605700;57215333932;56492379200
10.24928/2017/0182/S,57189218211;57215336161;6603907334
10.24928/2017/0213/O,56248593800;57200860487;55967471000
10.24928/2017/0213/P,55547123342;19638969800;55967471000
10.24928/2017/0213/S,57202612841;57200860487;36499438800
10.1115/GT2017-65031/O,7102857304;7005513246;57191570988
10.1115/GT2017-65031/P,36137344800;56830076500;56896919700
10.1115/GT2017-65031/S,56896919700;57201357657;57218202833
10.2118/184610-ms/O,57192067288;57212351343;55613237293
10.2118/184610-ms/P,57215607275;9636293200;57192070840
10.2118/184610-ms/S,24830555500;8421746800;57204029674
10.7122/486652-ms/O,57193338296;57202017958;8608718200
10.7122/486652-ms/P,57214937519;57214855898;57190371042
10.7122/486652-ms/S,7006111578;57194391871;57203943386
10.2514/6.2017-1619/O,57215116223;7004904337;8448666000
10.2514/6.2017-1619/P,57189491950;35099253600;8448666000
10.2514/6.2017-1619/S,57031532600;7005523706;7005513246
10.1061/9780784480724.051/O,57212088299;57215823167;57204546854
10.1061/9780784480724.051/P,7102523474;56818839700;23570183200
10.1061/9780784480724.051/S,57212088299;56818839700;57204553875
10.1364/CLEO_AT.2017.JTu5A.128/O,57191107247;7406552522;55247719300
10.1364/CLEO_AT.2017.JTu5A.128/P,55326050200;57211443769;7410190129
10.1364/CLEO_AT.2017.JTu5A.128/S,56871132500;57218593962;57203943386
10.1364/CLEO_SI.2017.SM4C.5/O,56492379200;57213582934;57211443769
10.1364/CLEO_SI.2017.SM4C.5/P,55812232700;35195145200;7410190129
10.1364/CLEO_SI.2017.SM4C.5/S,37113017300;7103123753;57195398251
10.1364/CLEO_SI.2017.SM2C.5/O,6602335448;57203269936;56492379200
10.1364/CLEO_SI.2017.SM2C.5/P,57193834529;57195970826;55812232700
10.1364/CLEO_SI.2017.SM2C.5/S,57189445479;57202116348;57202735625
10.2514/1.I010503/O,56248593800;57203298908;57193900229
